Username,AverageAnnotation,ProfileInfo
cassandrahanif3,2.0,"[""description: awesome mom of 3, VSU grad '03,  living and loving life\n"", 'followers: 24\n', 'following: 72\n', 'total tweet number: 286\n', 'created_at: Thu Oct 02 17:20:37 +0000 2014\n', 'favorites_count: 476\n', 'listed_count: 1\n']"
PPR_8,0.12987012987012986,"['description: Sorry to disappoint...\n', 'followers: 35\n', 'following: 51\n', 'total tweet number: 36\n', 'created_at: Fri Apr 01 13:06:01 +0000 2016\n', 'favorites_count: 91\n', 'listed_count: 0\n']"
brinilove,0.34285714285714286,"['description: 24. CSUF Grad. Lover of Baseball, Disney, and In N Out.\n', 'followers: 362\n', 'following: 890\n', 'total tweet number: 13383\n', 'created_at: Fri Jan 07 07:14:22 +0000 2011\n', 'favorites_count: 848\n', 'listed_count: 4\n']"
vainswift,0.3384615384615385,"['description: 2016 goal: care less of how people think of me\n', 'followers: 7019\n', 'following: 896\n', 'total tweet number: 31875\n', 'created_at: Sat May 15 06:32:04 +0000 2010\n', 'favorites_count: 7501\n', 'listed_count: 19\n']"
xxviiimmxx,-0.013333333333333334,"[""description: heaven has a plan for me \xe2\x80\xa2 lewis central '18\n"", 'followers: 892\n', 'following: 230\n', 'total tweet number: 8300\n', 'created_at: Wed May 30 00:18:13 +0000 2012\n', 'favorites_count: 20\n', 'listed_count: 0\n']"
sassbuteraXO,0.5522388059701493,
aliettedb,0.5866666666666667,"['description: Engineer. SFF Writer. Snakelet Wrangler. Novel House of Shattered Wings now out! Newsletter http://t.co/pqbkOh0anv Currently writing #thornsbook\n', 'followers: 7228\n', 'following: 650\n', 'total tweet number: 88829\n', 'created_at: Mon Nov 17 22:01:10 +0000 2008\n', 'favorites_count: 1119\n', 'listed_count: 482\n']"
Tedebearspencer,-0.7222222222222222,"[""description: I love my daughter more than anything in this world. I take care of my mother cuz she's alone, old, and sick. I'm forever alone    http://t.co/gpHnsCUAxF\n"", 'followers: 632\n', 'following: 666\n', 'total tweet number: 27709\n', 'created_at: Thu Jul 09 22:17:53 +0000 2009\n', 'favorites_count: 17693\n', 'listed_count: 12\n']"
Alicia_Dkg,0.014084507042253521,"[""description: Alicia | 16yrs. #IOTL | Chef-d'oeuvre \xc3\xa0 toi toute seule\xc2\xa9 #WorlwideMusic #iGot7 x A.R.M.Y x #Starlight x #Monbebe etc. #tvd #containment #sense8 #pll #ga...\n"", 'followers: 104\n', 'following: 78\n', 'total tweet number: 2801\n', 'created_at: Tue Sep 24 18:56:32 +0000 2013\n', 'favorites_count: 191\n', 'listed_count: 2\n']"
ViralHoroscope,0.68,"[""description: You'll find that the stars will repair your zodiac sign. Do you identify?\n"", 'followers: 3462\n', 'following: 3555\n', 'total tweet number: 131231\n', 'created_at: Tue Feb 10 12:07:25 +0000 2015\n', 'favorites_count: 157\n', 'listed_count: 8\n']"
taylorgracex,0.2054794520547945,"['description: Mr Winston \xe2\x80\x8e\xe2\x99\xa1 \xe2\x80\x8e\n', 'followers: 233\n', 'following: 251\n', 'total tweet number: 8150\n', 'created_at: Thu Sep 23 19:59:46 +0000 2010\n', 'favorites_count: 403\n', 'listed_count: 3\n']"
tatsieff,0.17647058823529413,"['description: jynx on the streets, snorlax in the sheets\n', 'followers: 425\n', 'following: 257\n', 'total tweet number: 22387\n', 'created_at: Tue Mar 29 21:18:58 +0000 2011\n', 'favorites_count: 5746\n', 'listed_count: 4\n']"
smilingforjack,0.014285714285714285,"['description: \n', 'followers: 2\n', 'following: 39\n', 'total tweet number: 54\n', 'created_at: Wed Aug 05 03:19:27 +0000 2015\n', 'favorites_count: 0\n', 'listed_count: 0\n']"
sierrakinsey_,-0.16393442622950818,
theMonkeySmokes,0.5151515151515151,"['description: - \xd0\xa0\xd0\xb0\xd1\x81\xd1\x81\xd0\xba\xd0\xb0\xd0\xb6\xd0\xb8\xd1\x82\xd0\xb5 \xd0\xbe \xd1\x81\xd0\xb5\xd0\xb1\xd0\xb5 \xd0\xb2 \xd0\xb4\xd0\xb2\xd1\x83\xd1\x85 \xd1\x81\xd0\xbb\xd0\xbe\xd0\xb2\xd0\xb0\xd1\x85. - \xd0\x92\xd1\x81\xd1\x8f\xd0\xba\xd0\xbe\xd0\xb5 \xd0\xb1\xd1\x8b\xd0\xb2\xd0\xb0\xd0\xbb\xd0\xbe\xe2\x80\xa6\n', 'followers: 627\n', 'following: 53\n', 'total tweet number: 56\n', 'created_at: Thu Jan 05 21:02:03 +0000 2012\n', 'favorites_count: 21\n', 'listed_count: 0\n']"
AllThingsMSR,-0.13513513513513514,"[""description: This is my wonderful little fandon blog. I've been a shipper since I was 9 years old. Expect a lot of OTP flailing about: MSR, Destiel, Clois, Hannigram, Spuffy\n"", 'followers: 5019\n', 'following: 371\n', 'total tweet number: 35019\n', 'created_at: Wed Aug 10 00:21:17 +0000 2011\n', 'favorites_count: 6135\n', 'listed_count: 36\n']"
SaskPolytech,0.863013698630137,"['description: Formerly SIAST, Saskatchewan Polytechnic serves 26,000 students through applied learning in Moose Jaw, Prince Albert, Regina & Saskatoon & distance education.\n', 'followers: 5606\n', 'following: 718\n', 'total tweet number: 2992\n', 'created_at: Tue Apr 06 19:51:11 +0000 2010\n', 'favorites_count: 1045\n', 'listed_count: 81\n']"
cpugh,1.5492957746478873,"['description: Husband of Megan. Executive Worship & Creative Pastor @ Freedom House Church.\n', 'followers: 672\n', 'following: 805\n', 'total tweet number: 4007\n', 'created_at: Tue Jan 27 20:53:54 +0000 2009\n', 'favorites_count: 550\n', 'listed_count: 16\n']"
GanymedeElegy,0.4117647058823529,"['description: Protagonist, student of film and literature, KyoAni scholar, shounen aficionado, sakuga guy, amateur filmmaker, Smash Bro. | https://t.co/t7N64CEiIO\n', 'followers: 236\n', 'following: 573\n', 'total tweet number: 28174\n', 'created_at: Wed Mar 07 00:19:59 +0000 2012\n', 'favorites_count: 6322\n', 'listed_count: 12\n']"
MaryRogan,0.84,"['description: Writes on prison law & policy. Head of Law @ditofficial. Barrister. Author of Prison Law (Bloomsbury). Proud hon. member of @IPRT. Co-director @CICL15\n', 'followers: 2106\n', 'following: 2082\n', 'total tweet number: 4651\n', 'created_at: Tue Jun 02 16:00:28 +0000 2009\n', 'favorites_count: 180\n', 'listed_count: 62\n']"
shieldagentskye,-0.323943661971831,"[""description: I'm now @avengermaximoff\n"", 'followers: 0\n', 'following: 5\n', 'total tweet number: 0\n', 'created_at: Fri Aug 30 19:51:30 +0000 2013\n', 'favorites_count: 0\n', 'listed_count: 0\n']"
aromaticBayonet,-0.30434782608695654,"['description: I smash rocks, I smash skulls, and I bake cakes! | Element/Princess of sLaughter | Online but slow replies | War timeline | Cupcakes timeline |\n', 'followers: 342\n', 'following: 383\n', 'total tweet number: 3918\n', 'created_at: Mon Jul 14 14:49:05 +0000 2014\n', 'favorites_count: 46\n', 'listed_count: 3\n']"
abbiexmcmaster,-0.1724137931034483,"[""description: it's fucking fiction - tyler, the creator\n"", 'followers: 1350\n', 'following: 944\n', 'total tweet number: 12367\n', 'created_at: Wed May 02 17:11:55 +0000 2012\n', 'favorites_count: 15294\n', 'listed_count: 3\n']"
RobbiZombi,0.671875,"['description: a mess to be made. \xe2\x99\xa5\xef\xb8\x8fthey let us play with markers but I keep trying to draw infinity\xe2\x99\xa5\xef\xb8\x8f\n', 'followers: 413\n', 'following: 455\n', 'total tweet number: 13522\n', 'created_at: Mon Aug 10 02:25:38 +0000 2009\n', 'favorites_count: 2354\n', 'listed_count: 9\n']"
WhosDarek,-0.8870967741935484,"['description: Building Pillow Forts. From Hell...With Love #sixseasonsandamovie #onepride\n', 'followers: 62\n', 'following: 207\n', 'total tweet number: 13112\n', 'created_at: Sat Jul 18 03:35:57 +0000 2009\n', 'favorites_count: 83\n', 'listed_count: 1\n']"
5stringpaul,-0.29850746268656714,"['description: Old lefty, Old Labour, Old folky (Old fogy some say) Musician, Photographer. Political junkie and lover of Bluegrass.\n', 'followers: 1487\n', 'following: 2016\n', 'total tweet number: 18881\n', 'created_at: Mon Feb 27 22:31:10 +0000 2012\n', 'favorites_count: 2297\n', 'listed_count: 24\n']"
Demonic_Abigail,-0.1111111111111111,"[""description: ''Abbey will sacrifice you to the dark lord Satan while chanting sacrificial Hymes!||Married to the her Snugglebear @Idiot_Visored||OC||REQUEST CLOSED\n"", 'followers: 2872\n', 'following: 448\n', 'total tweet number: 107800\n', 'created_at: Sun Apr 21 21:21:46 +0000 2013\n', 'favorites_count: 7494\n', 'listed_count: 13\n']"
DemiLvatoFacts,0.5151515151515151,"[""description: Your #1 Source for all things Demi Lovato, but actually. I'm 20 and usually a bitch. Name's Melissa, put it there.\n"", 'followers: 6930\n', 'following: 4893\n', 'total tweet number: 27176\n', 'created_at: Sun Jun 12 02:12:09 +0000 2011\n', 'favorites_count: 0\n', 'listed_count: 8\n']"
viccm_,-0.07575757575757576,"['description: trew\n', 'followers: 225\n', 'following: 184\n', 'total tweet number: 17007\n', 'created_at: Sun Jul 31 15:21:02 +0000 2011\n', 'favorites_count: 8275\n', 'listed_count: 3\n']"
Soulburn5,0.18181818181818182,"['description: \xe2\x99\x88 18+ INTJ Step into the fire of self discovery. It will not burn what you are, only what you are not. I own my tweets, 2012 - present.\n', 'followers: 0\n', 'following: 1\n', 'total tweet number: 31939\n', 'created_at: Thu May 16 04:30:29 +0000 2013\n', 'favorites_count: 19244\n', 'listed_count: 9\n']"
zairaafzalxx,-0.35384615384615387,"['description: Fuck biiiitchez get money\n', 'followers: 1194\n', 'following: 975\n', 'total tweet number: 42615\n', 'created_at: Mon Nov 09 21:17:01 +0000 2009\n', 'favorites_count: 6110\n', 'listed_count: 1\n']"
Leanne_Lindsey,1.353846153846154,"['description: Career & life coach, freelance writer, author, blogger, founder of @ll_coaching, social media introvert, online HSP\n', 'followers: 1341\n', 'following: 322\n', 'total tweet number: 6519\n', 'created_at: Tue Aug 11 12:10:21 +0000 2009\n', 'favorites_count: 320\n', 'listed_count: 63\n']"
wtvcaitlyn,0.10606060606060606,"['description: \n', 'followers: 0\n', 'following: 0\n', 'total tweet number: 1\n', 'created_at: Thu Jul 02 03:08:03 +0000 2015\n', 'favorites_count: 0\n', 'listed_count: 0\n']"
rf_fangirl,0.6153846153846154,"['description: Zindagi Main Kitnay Log Hotay Hain Jo Hum Par Garam Chai Nahi Girnay Detay? Anti war. Only a fan not a shipper or worshipper.\n', 'followers: 406\n', 'following: 223\n', 'total tweet number: 21165\n', 'created_at: Sun Jan 04 13:54:56 +0000 2015\n', 'favorites_count: 3378\n', 'listed_count: 7\n']"
WenrickMadi,0.6610169491525424,"['description: on the road to glory people come and people go @megannmurphy is babe\n', 'followers: 1706\n', 'following: 772\n', 'total tweet number: 50734\n', 'created_at: Sat Nov 24 00:13:40 +0000 2012\n', 'favorites_count: 20491\n', 'listed_count: 0\n']"
sunara_11,-0.18840579710144928,"['description: max & i \xe2\x99\xa1\n', 'followers: 102\n', 'following: 124\n', 'total tweet number: 2378\n', 'created_at: Sun Apr 17 20:00:41 +0000 2011\n', 'favorites_count: 1139\n', 'listed_count: 0\n']"
financialpost,0.22388059701492538,"[""description: For more than 100 years, Canada's most trusted source of financial news\n"", 'followers: 39075\n', 'following: 808\n', 'total tweet number: 129410\n', 'created_at: Tue Mar 25 16:28:29 +0000 2008\n', 'favorites_count: 2\n', 'listed_count: 1435\n']"
BeckyRParks,0.5774647887323944,"['description: Tracking Director and Head Robot Wrangler at @American_Bridge.   Lover of bikes, beer, ponies and Detroit. A literal demon according to Scott Lively.\n', 'followers: 187\n', 'following: 127\n', 'total tweet number: 953\n', 'created_at: Tue Feb 19 19:07:41 +0000 2013\n', 'favorites_count: 386\n', 'listed_count: 9\n']"
quartermaaster,-0.1506849315068493,"['description: i have a mortgage, and two cats to feed.\n', 'followers: 167\n', 'following: 125\n', 'total tweet number: 45668\n', 'created_at: Fri Jan 31 09:31:51 +0000 2014\n', 'favorites_count: 29\n', 'listed_count: 13\n']"
angeLmichSG,0.32786885245901637,"['description: i \xe2\x99\xa5 Sarah Geronimo/HRM Graduate/Dancer/Designer/Writer/Organizer/i Love pHotography :) InstaGram : angeLmichSG\n', 'followers: 2576\n', 'following: 273\n', 'total tweet number: 66238\n', 'created_at: Fri May 15 03:16:21 +0000 2009\n', 'favorites_count: 472\n', 'listed_count: 22\n']"
rapcatchyhooks,1.0422535211267605,"[""description: I love writing music, creating songs, as well as creating paintings and drawings.  I'm from NEW Jersey the garden state. Percolate by Catchy Hooks on Amazonmp3\n"", 'followers: 1539\n', 'following: 2002\n', 'total tweet number: 6062\n', 'created_at: Sat Aug 23 16:44:19 +0000 2014\n', 'favorites_count: 2272\n', 'listed_count: 22\n']"
ChiquaMeii,1.0985915492957747,"['description: Exceptionally Me....\n', 'followers: 57\n', 'following: 212\n', 'total tweet number: 447\n', 'created_at: Sun May 29 06:24:27 +0000 2011\n', 'favorites_count: 38\n', 'listed_count: 0\n']"
pllllayer,-0.2463768115942029,"['description: \n', 'followers: 3205\n', 'following: 684\n', 'total tweet number: 218446\n', 'created_at: Thu Jul 29 18:41:21 +0000 2010\n', 'favorites_count: 14288\n', 'listed_count: 6\n']"
MaraGreengrass,0.38333333333333336,"['description: Work-at-home mom, SF/fantasy geek, Jewish atheist...I contain multitudes, yo.\n', 'followers: 127\n', 'following: 131\n', 'total tweet number: 11545\n', 'created_at: Sat Sep 20 15:58:16 +0000 2014\n', 'favorites_count: 3996\n', 'listed_count: 14\n']"
MercuryPaddy,0.1917808219178082,"['description: @HertsMercury senior reporter for East Herts. Views mine. 01992 526638. paddy.dinham@hertsessexnews.co.uk\n', 'followers: 664\n', 'following: 783\n', 'total tweet number: 6845\n', 'created_at: Sat Apr 07 20:50:34 +0000 2012\n', 'favorites_count: 1378\n', 'listed_count: 12\n']"
SiobhanCorc,0.3333333333333333,"[""description: I am an eternally procrastinating aspiring writer. I am obsessed with watching sport. That's it. Yma O Hyd.\n"", 'followers: 659\n', 'following: 850\n', 'total tweet number: 22693\n', 'created_at: Wed Mar 03 18:33:08 +0000 2010\n', 'favorites_count: 4197\n', 'listed_count: 17\n']"
surmerntha,0.2571428571428571,"[""description: People don't remember me. Really. It's not a paranoid thing; I just have this habit of slipping through memories.-William Goldman UW-La Crosse, 19\n"", 'followers: 117\n', 'following: 133\n', 'total tweet number: 2994\n', 'created_at: Tue Jun 05 20:44:34 +0000 2012\n', 'favorites_count: 391\n', 'listed_count: 0\n']"
YoItsLilBlue,0.6567164179104478,"['description: \xe2\x9c\xa8Trying to make at least a little of a difference in this world.\xe2\x9c\xa8\n', 'followers: 617\n', 'following: 2143\n', 'total tweet number: 880\n', 'created_at: Sun Jan 05 22:23:41 +0000 2014\n', 'favorites_count: 1244\n', 'listed_count: 3\n']"
JessicaLisyus_,0.5070422535211268,"['description: If life gets tough, BE TOUGHER \xe2\x88\x9e Catholic | Financial Management | Happy kid | Gray&Gold \xe2\x99\xa1 #TeamSagittarius #Teamfollowback tmblr: jessielovesweets\n', 'followers: 886\n', 'following: 627\n', 'total tweet number: 6329\n', 'created_at: Fri Jan 15 12:27:57 +0000 2010\n', 'favorites_count: 2700\n', 'listed_count: 1\n']"
DOUGyystyle,0.5,"['description: Not An Actual Dog\n', 'followers: 343\n', 'following: 483\n', 'total tweet number: 2639\n', 'created_at: Fri May 18 11:20:29 +0000 2012\n', 'favorites_count: 836\n', 'listed_count: 0\n']"
Wright98Isaiah,0.027777777777777776,"['description: \n', 'followers: 704\n', 'following: 1983\n', 'total tweet number: 2442\n', 'created_at: Thu Nov 08 17:55:24 +0000 2012\n', 'favorites_count: 223\n', 'listed_count: 1\n']"
anjellaye,0.35294117647058826,"['description: \xe2\x99\x8f\xef\xb8\x8fkindred mysterious soul #GoalDigger\n', 'followers: 401\n', 'following: 388\n', 'total tweet number: 16417\n', 'created_at: Fri Aug 07 20:24:08 +0000 2009\n', 'favorites_count: 14496\n', 'listed_count: 3\n']"
_karasunos,-0.11940298507462686,"['description: julie | excitable aroace | https://t.co/0Qwbn7Pf1l | #fabcrew7\n', 'followers: 202\n', 'following: 172\n', 'total tweet number: 49611\n', 'created_at: Fri Jan 21 01:21:24 +0000 2011\n', 'favorites_count: 10285\n', 'listed_count: 1\n']"
6state,1.0,"['description: Educator & #patientadvocate for all #BreastReconstruction options. Sharing #EvidenceBasedResearch to inform and educate. Dark chocolate/coffee enthusiast\n', 'followers: 1445\n', 'following: 1108\n', 'total tweet number: 8935\n', 'created_at: Wed Jul 20 17:58:20 +0000 2011\n', 'favorites_count: 7200\n', 'listed_count: 92\n']"
WindyCOYS,0.3382352941176471,"['description: Spurs blogger with some focus on the Academy. Hear me on @lovetheshirt. Read me at @BetfairSports, @FourFourTwo, @ESPNFC, @YahooSportUK & @London24Sport. #COYS\n', 'followers: 24132\n', 'following: 130\n', 'total tweet number: 90112\n', 'created_at: Thu Feb 18 13:47:15 +0000 2010\n', 'favorites_count: 16\n', 'listed_count: 491\n']"
TomBlott,-0.2638888888888889,"['description: Everton STH TB | Nottingham | 19 | NSNO #EFC\n', 'followers: 191\n', 'following: 184\n', 'total tweet number: 4022\n', 'created_at: Mon Oct 31 17:23:06 +0000 2011\n', 'favorites_count: 497\n', 'listed_count: 3\n']"
dawnranieri,1.0579710144927537,"['description: #BusinessOwner   #Reiki Master \xe2\x98\xaa #Holistic #Coach \xe2\x98\xaa  Connector  #youngleaders #Inspirational  #Gratitude #holistickids #tagtribes\n', 'followers: 2780\n', 'following: 2016\n', 'total tweet number: 2387\n', 'created_at: Thu Jul 24 22:19:00 +0000 2008\n', 'favorites_count: 577\n', 'listed_count: 43\n']"
zairentasnin,0.48,"['description: \n', 'followers: 21\n', 'following: 29\n', 'total tweet number: 49\n', 'created_at: Mon Dec 13 19:45:35 +0000 2010\n', 'favorites_count: 7\n', 'listed_count: 0\n']"
RainaNadia,-0.03125,"[""description: Be in my place, then you'll understand\n"", 'followers: 4548\n', 'following: 2257\n', 'total tweet number: 45108\n', 'created_at: Mon Oct 22 01:14:12 +0000 2012\n', 'favorites_count: 992\n', 'listed_count: 1\n']"
Wenger_7,-0.21052631578947367,"['description: \n', 'followers: 97\n', 'following: 130\n', 'total tweet number: 659\n', 'created_at: Sun Dec 15 03:26:10 +0000 2013\n', 'favorites_count: 564\n', 'listed_count: 0\n']"
ironmaids,1.1044776119402986,"['description: IRON MAIDS - Kent based Domestic & Commercial Ironing, Laundry Services & Dry Cleaning Services. West & North Kent, Ashford, Canterbury\n', 'followers: 1310\n', 'following: 1932\n', 'total tweet number: 7824\n', 'created_at: Mon Nov 29 10:23:26 +0000 2010\n', 'favorites_count: 68\n', 'listed_count: 25\n']"
Syrania,0.96875,"[""description: I'm a work in progress|| I strive for excellence|| Coffee junkie|| Puzzle fanatic|| Avid reader of novels....weirdly people think I'm stuck up!\n"", 'followers: 260\n', 'following: 386\n', 'total tweet number: 8172\n', 'created_at: Sun Jan 09 12:52:25 +0000 2011\n', 'favorites_count: 19\n', 'listed_count: 3\n']"
whateverlinaa,0.08955223880597014,
sydneydavisss,0.05263157894736842,"['description: insta: sydddiieee\n', 'followers: 2768\n', 'following: 956\n', 'total tweet number: 32551\n', 'created_at: Mon Sep 09 22:25:37 +0000 2013\n', 'favorites_count: 44539\n', 'listed_count: 3\n']"
DenverWater,0.7971014492753623,"['description: We are Denver Water. Talking about all things water from main breaks to water conservation. Call 303-628-6801 for emergencies/nights/wknds.\n', 'followers: 5009\n', 'following: 2445\n', 'total tweet number: 4666\n', 'created_at: Wed Jan 14 22:40:09 +0000 2009\n', 'favorites_count: 1288\n', 'listed_count: 181\n']"
lovephilosophy,1.2537313432835822,"['description: a trusted beauty confidante helping women to look, live & feel their best. 1% of all philosophy USA net sales supports community-based mental health efforts.\n', 'followers: 37136\n', 'following: 1843\n', 'total tweet number: 8120\n', 'created_at: Wed Feb 25 01:54:23 +0000 2009\n', 'favorites_count: 7119\n', 'listed_count: 758\n']"
MelanieMMusic,1.1369863013698631,"['description: || http://t.co/3GNIIQCD4l  || Singer, Music Machine Editor, Songwriter, Event Coordinator, PR, Nutrition Consultant|| for booking: melaniemmusic91@gmail.com\n', 'followers: 1103\n', 'following: 1268\n', 'total tweet number: 5681\n', 'created_at: Mon Apr 13 04:03:44 +0000 2009\n', 'favorites_count: 1157\n', 'listed_count: 11\n']"
TehhKota,-0.4864864864864865,"['description: Chevy\n', 'followers: 603\n', 'following: 494\n', 'total tweet number: 19707\n', 'created_at: Sun May 12 13:52:13 +0000 2013\n', 'favorites_count: 10046\n', 'listed_count: 1\n']"
amjsutherland,-0.08450704225352113,"['description: #Digital Experience Manager NS&I, working for ATOS. Views are mine. Retweets indicate interest not always approval. I tweet on #ecommerce, #politics & #football\n', 'followers: 815\n', 'following: 669\n', 'total tweet number: 28550\n', 'created_at: Wed Mar 04 22:53:00 +0000 2009\n', 'favorites_count: 4783\n', 'listed_count: 542\n']"
ValiantIryoNin,-0.15384615384615385,
caroleay,0.2,"[""description: Life  is like a roller coaster with ups and downs. It's your choice to scream or enjoy the ride  .......\n"", 'followers: 20\n', 'following: 111\n', 'total tweet number: 141\n', 'created_at: Wed Feb 18 04:56:21 +0000 2009\n', 'favorites_count: 57\n', 'listed_count: 0\n']"
SpaceCowboyX69,1.2857142857142858,"['description: Lone Wolf Kik: Cassidy_Irene17\n', 'followers: 46\n', 'following: 89\n', 'total tweet number: 0\n', 'created_at: Thu Apr 30 05:57:33 +0000 2015\n', 'favorites_count: 2\n', 'listed_count: 0\n']"
CLAIREDRAMIREZX,0.9420289855072463,
cieramackel,-0.1388888888888889,"['description: my teams are better than yours #GBR \xe2\x9d\xa4 snapchatfamous: cieramackel\n', 'followers: 733\n', 'following: 687\n', 'total tweet number: 15767\n', 'created_at: Wed Oct 12 05:01:37 +0000 2011\n', 'favorites_count: 17628\n', 'listed_count: 0\n']"
Zodiac_ebooks,0.5774647887323944,"[""description: Advice about life, love, romance and relationships for the modern Tweeter. This is all @_Ninji's fault.\n"", 'followers: 10\n', 'following: 1\n', 'total tweet number: 3409\n', 'created_at: Tue Feb 17 00:33:11 +0000 2015\n', 'favorites_count: 0\n', 'listed_count: 1\n']"
dandreal_,-0.04838709677419355,"['description: Cameron James \xe2\x9d\xa4\xef\xb8\x8f 080916\n', 'followers: 301\n', 'following: 319\n', 'total tweet number: 12047\n', 'created_at: Wed Aug 28 10:53:14 +0000 2013\n', 'favorites_count: 1322\n', 'listed_count: 0\n']"
WhoIsDo,0.36764705882352944,"['description: Content Creator. Hooper. Once ate 400 Tootsie Rolls in 3 days. Husband to @Kathryn_Ryan. Owner of @GoodGameBro.\n', 'followers: 1592\n', 'following: 350\n', 'total tweet number: 31074\n', 'created_at: Tue Dec 09 06:46:00 +0000 2008\n', 'favorites_count: 2368\n', 'listed_count: 73\n']"
naomi_1,0.30985915492957744,"['description: Mature student, Mum and arty, crafty person. Lover of nature, history and astronomy. Interested in mindfulness and wellbeing issues.\n', 'followers: 278\n', 'following: 1000\n', 'total tweet number: 8801\n', 'created_at: Tue Mar 03 20:37:23 +0000 2009\n', 'favorites_count: 920\n', 'listed_count: 10\n']"
ps_malone,0.6164383561643836,"['description: Statistical Consultant, Quantitative Psychologist. All-around geek (statistics, SFF, comics, RPG, etc). I RT a lot--feel free to turn them off.\n', 'followers: 297\n', 'following: 325\n', 'total tweet number: 8392\n', 'created_at: Fri Nov 13 12:51:44 +0000 2009\n', 'favorites_count: 3094\n', 'listed_count: 18\n']"
i4_southampton,0.48,"[""description: Southampton FC News Feed, Match Previews & Reports, Interviews, Transfer Rumours & Ticket Info From the UK's most trusted sources.\n"", 'followers: 127\n', 'following: 62\n', 'total tweet number: 9159\n', 'created_at: Fri Sep 26 17:50:13 +0000 2014\n', 'favorites_count: 0\n', 'listed_count: 4\n']"
Bonnibel_Peebs,-0.22535211267605634,"['description: \n', 'followers: 1\n', 'following: 0\n', 'total tweet number: 4\n', 'created_at: Sun Sep 06 20:39:01 +0000 2015\n', 'favorites_count: 0\n', 'listed_count: 0\n']"
Vannnx3,-0.5866666666666667,"['description: broke & bitchy bc college\n', 'followers: 870\n', 'following: 560\n', 'total tweet number: 29728\n', 'created_at: Mon Jan 30 01:22:56 +0000 2012\n', 'favorites_count: 4686\n', 'listed_count: 4\n']"
VanillAnaa,-0.04,"['description: I breathe in sunlight, & exhale stardust.\n', 'followers: 2365\n', 'following: 1439\n', 'total tweet number: 142657\n', 'created_at: Thu Mar 11 12:51:11 +0000 2010\n', 'favorites_count: 544\n', 'listed_count: 3\n']"
kennagq,0.01639344262295082,"['description: I support Manchester United. My club is bigger than yours. Deal  with it\n', 'followers: 8932\n', 'following: 2854\n', 'total tweet number: 123246\n', 'created_at: Sat May 10 19:18:36 +0000 2014\n', 'favorites_count: 1620\n', 'listed_count: 78\n']"
yourghostlyfox,0.6764705882352942,"[""description: 19 // I'm a vegetarian but I'm not an asshole about it // I also make YouTube videos sometimes //\n"", 'followers: 853\n', 'following: 951\n', 'total tweet number: 15000\n', 'created_at: Wed Apr 20 01:21:32 +0000 2011\n', 'favorites_count: 4101\n', 'listed_count: 0\n']"
progressive4u2,-0.028985507246376812,"[""description: Trying to persuade, enlighten, and prompt peeps that GOP ideology is detrimental in our Times. It's time to change it. Political extremism can only hurt us.\n"", 'followers: 2444\n', 'following: 2475\n', 'total tweet number: 42457\n', 'created_at: Tue Jan 14 12:08:56 +0000 2014\n', 'favorites_count: 9519\n', 'listed_count: 97\n']"
shamfries,-0.2857142857142857,
Meet_Nallah,1.1168831168831168,"['description: I live life with passion. Free-spirited goddess ! Check out my college Vlogs & photography. FAMU19\n', 'followers: 2312\n', 'following: 730\n', 'total tweet number: 100699\n', 'created_at: Wed Jun 03 18:13:49 +0000 2009\n', 'favorites_count: 4935\n', 'listed_count: 4\n']"
Satori_Paris,0.8181818181818182,"['description: in tokyo for awhile.\n', 'followers: 119\n', 'following: 115\n', 'total tweet number: 1264\n', 'created_at: Tue Jan 06 18:39:51 +0000 2015\n', 'favorites_count: 1760\n', 'listed_count: 10\n']"
Adlewis91,0.8082191780821918,"['description: Kennedy\xe2\x9d\xa4\xef\xb8\x8f. Geek. AVFC.\n', 'followers: 61\n', 'following: 156\n', 'total tweet number: 136\n', 'created_at: Wed Jul 14 08:33:14 +0000 2010\n', 'favorites_count: 58\n', 'listed_count: 0\n']"
_JessicaHo_,-0.09836065573770492,
bwittknee,0.13114754098360656,"['description: \n', 'followers: 1064\n', 'following: 353\n', 'total tweet number: 28930\n', 'created_at: Wed Jul 08 21:47:14 +0000 2009\n', 'favorites_count: 21345\n', 'listed_count: 3\n']"
janwesley,0.6666666666666666,"[""description: Griddle: Steak x Chicken 106B Maginhawa Street, Teacher's Village East, Diliman, Quezon City Griddle IG: @griddlemnl  Personal IG: @wesleysamson\n"", 'followers: 334\n', 'following: 509\n', 'total tweet number: 10281\n', 'created_at: Thu Jul 22 11:37:04 +0000 2010\n', 'favorites_count: 1189\n', 'listed_count: 4\n']"
TriaLucila2011,1.4838709677419355,"['description: \n', 'followers: 14\n', 'following: 40\n', 'total tweet number: 2609\n', 'created_at: Tue Feb 22 18:00:50 +0000 2011\n', 'favorites_count: 6749\n', 'listed_count: 0\n']"
Squantoe_,-0.3611111111111111,"['description: 23. WanderingSoul. ArtMajor. HorrorBuff. TattooEnthusiast. CatLover. StayCold. StayClassy. ClassicScumbag. NBWB. Instagram : mariserpisser\n', 'followers: 156\n', 'following: 91\n', 'total tweet number: 6174\n', 'created_at: Fri Mar 14 05:58:37 +0000 2014\n', 'favorites_count: 5714\n', 'listed_count: 2\n']"
